source	line	kind	text	feature_id	destination	disposition
first-generation-pack/PROJECT_BRIEF.md	83	bullet	Incoming text appended to terminal buffer in under 10 ms app-side under normal load.	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/PROJECT_BRIEF.md	84	bullet	Emergency stop propagation in under 10 ms app-side under normal load.	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/PROJECT_BRIEF.md	85	bullet	Optional subsystems demonstrate cancel, degrade, drop, coalesce, or disable behavior under load.	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/PROJECT_BRIEF.md	86	bullet	Telemetry remains off by default and all external submission requires user preview and consent.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/PROJECT_BRIEF.md	87	bullet	Local data can be exported and no secrets appear in logs, AI context, scripts, plugins, diagnostics, or help popovers.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/PROJECT_BRIEF.md	88	bullet	Required benchmark fixtures and regression tests pass before any performance-readiness claim.	-	SPEC-004; EP-032	requirement-or-governance-mapped
first-generation-pack/PROJECT_BRIEF.md	90	heading	Production Readiness Definition	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	1	heading	WireMudder Release Process	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	3	heading	Release Types	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	13	heading	Versioning	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	23	heading	Changelog	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	27	bullet	User-visible changes.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	28	bullet	Security/privacy changes.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	29	bullet	Performance or benchmark changes.	-	SPEC-004; EP-032	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	30	bullet	Known limitations.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	31	bullet	Migration notes.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	32	bullet	Rollback notes.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	33	bullet	New dependencies and license/provenance notes.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	34	bullet	Optional subsystems included/excluded.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	36	heading	Branch Strategy	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	40	bullet	Use feature branches for ExecPlan work.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	41	bullet	Keep `main` releasable only after validation.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	42	bullet	Do not merge incomplete ExecPlans without documenting remaining risks.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	43	bullet	Do not publish releases from dirty working trees.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	45	heading	Release Candidate Criteria	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	47	bullet	Active ExecPlan complete.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	48	bullet	`./scripts/verify.sh` passes.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	49	bullet	`./scripts/production-readiness-check.sh` passes for stable candidates.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	50	bullet	`git diff --name-only` reviewed.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	51	bullet	No secrets or production data committed.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	52	bullet	Release notes drafted.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	53	bullet	Rollback path verified.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	54	bullet	Artifact signing/manifest validation complete if updater is in scope.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	56	heading	Release Checklist	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	58	bullet	[ ] Confirm version.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	59	bullet	[ ] Confirm changelog.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	60	bullet	[ ] Confirm dependency audit.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	61	bullet	[ ] Run full verification.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	62	bullet	[ ] Run production readiness check for stable.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	63	bullet	[ ] Build desktop artifacts.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	64	bullet	[ ] Build headless artifacts.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	65	bullet	[ ] Generate checksums.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	66	bullet	[ ] Sign artifacts/manifests if release lane requires it.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	67	bullet	[ ] Verify signatures.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	68	bullet	[ ] Run smoke tests from installed artifacts.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	69	bullet	[ ] Verify Local Only Lockdown default.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	70	bullet	[ ] Verify no external telemetry by default.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	71	bullet	[ ] Verify rollback path.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	72	bullet	[ ] Publish only after explicit release approval.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	74	heading	Smoke Tests	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	78	bullet	Desktop starts.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	79	bullet	Headless CLI starts.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	80	bullet	Fake MUD connection works.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	81	bullet	Manual command sends.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	82	bullet	Emergency stop works.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	83	bullet	Local logs are redacted.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	84	bullet	Persistence starts without corrupting generated profile.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	85	bullet	No remote calls occur without consent.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	86	bullet	Update/package lanes reject unsigned fixtures if implemented.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	88	heading	Approvals	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	92	bullet	Stable public release.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	93	bullet	Artifact signing using real keys.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	94	bullet	Release-channel publication.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	95	bullet	Staged rollout.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	96	bullet	Real updater manifest publication.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	97	bullet	Any irreversible migration or destructive data operation.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	99	heading	Release Notes	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	103	bullet	Version and commit.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	104	bullet	Supported OS targets.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	105	bullet	Install instructions.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	106	bullet	Known limitations.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	107	bullet	Privacy defaults.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	108	bullet	Telemetry status.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	109	bullet	AI/voice/renderer/package/update status.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	110	bullet	Rollback instructions.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	111	bullet	How to report issues safely without sharing secrets.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	113	heading	Post-Release Monitoring	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	117	bullet	Monitor issue reports.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	118	bullet	Review consented diagnostic bundles only.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	119	bullet	Do not require telemetry.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	120	bullet	Track critical crash/performance/privacy/security reports.	-	SPEC-004; EP-032	requirement-or-governance-mapped
first-generation-pack/RELEASE.md	121	bullet	Pause updates or release channels if critical issue appears.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	1	heading	WireMudder Roadmap	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	7	heading	Phase 0: Repository Discovery and Foundation	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	17	heading	Phase 1: Core Domain	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	27	heading	Phase 2: Data and Persistence	-	SPEC-003; SPEC-023; SPEC-024	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	37	heading	Phase 3: API or Service Layer	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	47	heading	Phase 4: UI or Client Layer	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	57	heading	Phase 5: Auth, Permissions, and Security	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	67	heading	Phase 6: Testing Hardening	-	SPEC-027; TESTING.md	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	77	heading	Phase 7: Observability and Operations	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	87	heading	Phase 8: Deployment and Release	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	97	heading	Phase 9: Production Readiness	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	107	heading	Production Readiness Milestone	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	111	bullet	All phase exit criteria are met.	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	112	bullet	Required specs are implemented and tested.	-	SPEC-027; TESTING.md	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	113	bullet	P0 gameplay budgets have benchmark evidence.	-	SPEC-000; PROJECT_BRIEF.md; applicable node contract	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	114	bullet	Telemetry remains off by default.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	115	bullet	Local data export/backup/restore paths are validated.	-	SPEC-003; SPEC-023; SPEC-024	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	116	bullet	Security and privacy reviews have no unresolved critical issues.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/ROADMAP.md	117	bullet	Release and rollback drills are complete.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	1	heading	WireMudder Rollback Process	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	3	heading	Rollback Triggers	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	7	bullet	P0 gameplay path regression.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	8	bullet	Emergency stop failure.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	9	bullet	Secret exposure.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	10	bullet	Destructive data loss or migration corruption.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	11	bullet	Unsigned/tampered update or package accepted.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	12	bullet	Local Only Lockdown bypass.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	13	bullet	Hidden telemetry or remote call without consent.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	14	bullet	Critical crash on startup.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	15	bullet	Release artifact install failure on supported target.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	16	bullet	Critical accessibility regression for core controls.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	18	heading	Rollback Decision Owner	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	22	heading	Rollback Types	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	32	heading	Application Rollback	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	34	numbered-requirement	Stop rollout or publication.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	35	numbered-requirement	Preserve faulty artifact and logs for investigation.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	36	numbered-requirement	Revert to previous known-good artifact.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	37	numbered-requirement	Verify checksums/signatures.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	38	numbered-requirement	Run smoke tests.	-	SPEC-027; TESTING.md	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	39	numbered-requirement	Communicate affected versions and mitigation.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	40	numbered-requirement	Open incident record.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	42	heading	Database Rollback	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	48	bullet	Do not run destructive rollback against user data without explicit permission.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	49	bullet	Preserve failing database copy for analysis when user consents.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	50	bullet	Verify restored database starts and passes smoke checks.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	51	bullet	Document migration failure and add regression test.	-	SPEC-027; TESTING.md	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	53	heading	Config Rollback	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	55	bullet	Restore previous local config or release-channel config.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	56	bullet	Verify Local Only Lockdown state.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	57	bullet	Verify no silent permission expansion remains.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	58	bullet	Run smoke tests.	-	SPEC-027; TESTING.md	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	60	heading	Feature Flag Rollback	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	64	bullet	Flags must default safe/off for optional remote-capable features.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	65	bullet	Rollback must disable optional subsystem without blocking P0.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	66	bullet	Flag changes must be auditable.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	68	heading	Verification After Rollback	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	70	bullet	App starts.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	71	bullet	Headless CLI starts.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	72	bullet	Fake MUD connection works.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	73	bullet	Manual command path works.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	74	bullet	Emergency stop works.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	75	bullet	Logs are redacted.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	76	bullet	Data opens without migration corruption.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	77	bullet	No remote calls occur without consent.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	78	bullet	Version/channel reports expected rollback state.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	80	heading	Communication	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	84	bullet	Affected versions.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	85	bullet	Impact.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	86	bullet	Safe workaround.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	87	bullet	Whether user data is at risk.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	88	bullet	Whether secrets or privacy are at risk.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	89	bullet	Recommended update/downgrade path.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	90	bullet	How to share diagnostics safely.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	92	heading	Postmortem	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	96	bullet	Timeline.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	97	bullet	Trigger.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	98	bullet	Root cause.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	99	bullet	Detection gap.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	100	bullet	Mitigation.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	101	bullet	Tests added.	-	SPEC-027; TESTING.md	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	102	bullet	Documentation updated.	-	SPEC-026; SPEC-028	requirement-or-governance-mapped
first-generation-pack/ROLLBACK.md	103	bullet	Release process changes.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	1	heading	WireMudder Security Guidance	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	3	heading	Security Goals	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	5	bullet	Keep raw gameplay safe, fast, and user-controlled.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	6	bullet	Keep user data local-first, exportable, and private by default.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	7	bullet	Prevent credential exfiltration, secret logging, hidden automation, hidden telemetry, and silent permission expansion.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	8	bullet	Ensure all remote-capable behavior requires explicit consent and clear visibility.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	9	bullet	Keep optional subsystems isolated from P0 gameplay and from secrets.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	10	bullet	Ensure updates, packages, plugins, renderer packs, audio packs, and model assets are provenance-aware and permission-reviewed.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	12	heading	Threat Model Summary	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	16	bullet	Malicious or compromised MUD server text attempting prompt injection, command injection, UI spoofing, trigger abuse, or client instability.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	17	bullet	Malicious scripts/plugins/packages attempting secret access, hidden automation, data exfiltration, or permission expansion.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	18	bullet	Remote AI/voice/provider adapters receiving sensitive transcript content or secrets.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	19	bullet	Logs/diagnostics/crash telemetry leaking private messages, credentials, prompts, voice transcripts, or routing data.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	20	bullet	Update/package supply-chain compromise.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	21	bullet	Optional workers degrading P0 gameplay through CPU, memory, IO, queue, or event flooding.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	22	bullet	Misuse of automation/routing/pacing features for abuse, spam, evasion, or terms-of-service circumvention.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	24	heading	Authentication Rules	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	28	heading	Authorization Rules	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	32	bullet	Manual user commands are allowed unless emergency stop or connection state blocks them.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	33	bullet	AI/autopilot/voice/macro/trigger/script/plugin commands require source visibility, explicit permission, risk-tier checks, confirmation rules, cooldown/pacing, audit event, and emergency stop check.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	34	bullet	Contextual Help and AI Setup Coach may explain but must not directly change settings, enable telemetry/autopilot, change routing profiles, install plugins, send commands, edit Soul.md, or edit command packs.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	35	bullet	AI/autopilot must not control network routing profile creation, rotation, selection, modification, overwrite, Character Memory Profile routing defaults, secrets, provider keys, plugin permissions, telemetry settings, updater settings, or security gates.	-	SPEC-020; EP-034; EP-035	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	37	heading	Input Validation Rules	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	39	bullet	Validate all Tauri command, CLI, JSONL scenario, package manifest, update manifest, script/plugin, provider adapter, and import inputs.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	40	bullet	Treat MUD server text as untrusted.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	41	bullet	Treat AI output as untrusted suggestions unless explicitly approved and gated.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	42	bullet	Treat voice transcript text as untrusted command input.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	43	bullet	Reject unknown enum values at trust boundaries unless contract versioning explicitly permits extension.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	44	bullet	Limit input sizes for transcript chunks, command lines, package manifests, imports, renderer emits, audio metadata, and diagnostics.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	46	heading	Output Encoding Rules	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/SECURITY.md	48	bullet	Terminal rendering must preserve MUD text while isolating UI controls from server-provided spoofing.	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
